f,violation,stationarity,complementarity,dual_min,f_gap,y_inf,y_rel,iteration,problem,method,config,diverged,primal_lr
-46.87952355717148,0.08726339651456327,0.10367419268194622,0.07512685856370843,0.0,-0.16060193663922462,0.5205722996552687,0.27307224890110354,20000,qp_inactive,nuPI (rho=1),"ki=0.0003, kp=0.003",False,0.017773467398370157
-46.730879172811996,0.00820781066844778,0.0074746108426074764,0.010943812433686567,0.0,-0.011957552279739048,0.048151695157866214,0.02470143923164739,20000,qp_inactive,nuPI (rho=1),"ki=0.001, kp=0",False,0.017773467398370157
-46.730894284500806,0.008218061357656348,0.0074834609677645325,0.01095698535462908,0.0,-0.011972663968549568,0.048211897396612136,0.024732342532557954,20000,qp_inactive,nuPI (rho=1),"ki=0.001, kp=0.001",False,0.017773467398370157
-46.73098586840863,0.00827942968472306,0.007535024382589239,0.011035820942446676,0.0,-0.012064247876374168,0.04857250663405388,0.02491751097187145,20000,qp_inactive,nuPI (rho=1),"ki=0.001, kp=0.01",False,0.017773467398370157
-46.718934585445034,8.843155455906526e-06,8.137874495162123e-06,1.2216298504863207e-05,0.0,-1.296491277713585e-05,5.182083591037667e-05,2.6578777509772953e-05,20000,qp_inactive,nuPI (rho=1),"ki=0.003, kp=0",False,0.017773467398370157
-46.71893467998254,8.90763859473509e-06,8.197242453045206e-06,1.2305374797627799e-05,0.0,-1.3059450282071339e-05,5.21987398087731e-05,2.677260353611707e-05,20000,qp_inactive,nuPI (rho=1),"ki=0.003, kp=0.003",False,0.017773467398370157
-46.718935400811134,9.399308695368092e-06,8.649962208728823e-06,1.2984560818190591e-05,0.0,-1.3780278877106866e-05,5.508023814893015e-05,2.8250517415522143e-05,20000,qp_inactive,nuPI (rho=1),"ki=0.003, kp=0.03",False,0.017773467398370157
-46.718921620532285,1.0658141036401503e-14,1.8207657603852567e-14,1.4724146516867507e-14,0.0,-2.842170943040401e-14,6.417089082333405e-14,3.5232181616467715e-14,20000,qp_inactive,nuPI (rho=1),"ki=0.01, kp=0",False,0.017773467398370157
-46.71892162053229,1.6431300764452317e-14,2.842170943040401e-14,2.2699725880170157e-14,0.0,-3.552713678800501e-14,9.947598300641403e-14,5.467288389057701e-14,20000,qp_inactive,nuPI (rho=1),"ki=0.01, kp=0.01",False,0.017773467398370157
-46.7189216205323,2.1316282072803006e-14,2.4868995751603507e-14,2.944829303373371e-14,0.0,-4.263256414560601e-14,1.2523315717771766e-13,6.566723204363436e-14,20000,qp_inactive,nuPI (rho=1),"ki=0.01, kp=0.1",False,0.017773467398370157
-46.71892162053225,3.3306690738754696e-15,4.884981308350689e-15,4.601295786521242e-15,0.0,7.105427357601002e-15,2.020605904817785e-14,1.116659073437519e-14,20000,qp_inactive,nuPI (rho=1),"ki=0.03, kp=0",False,0.017773467398370157
-46.71892162053228,5.551115123125783e-15,8.881784197001252e-15,7.668826310868672e-15,0.0,-2.1316282072803006e-14,3.197442310920451e-14,1.7604626028485725e-14,20000,qp_inactive,nuPI (rho=1),"ki=0.03, kp=0.03",False,0.017773467398370157
-46.71892162053227,7.105427357601002e-15,8.43769498715119e-15,9.816097677911827e-15,0.0,-1.4210854715202004e-14,4.218847493575595e-14,2.1902027729496946e-14,20000,qp_inactive,nuPI (rho=1),"ki=0.03, kp=0.3",False,0.017773467398370157
-46.718921620532264,8.881784197001252e-16,2.9976021664879227e-15,1.2270122097390127e-15,0.0,-7.105427357601002e-15,3.552713678800501e-15,1.9424433787782247e-15,20000,qp_inactive,nuPI (rho=1),"ki=0.1, kp=0",False,0.017773467398370157
-46.71892162053225,1.5543122344752192e-15,3.552713678800501e-15,2.147271367043268e-15,0.0,7.105427357601002e-15,6.217248937900877e-15,3.201057947895485e-15,20000,qp_inactive,nuPI (rho=1),"ki=0.1, kp=0.1",False,0.017773467398370157
-46.718921620532264,1.1102230246251565e-15,5.329070518200751e-15,1.533765262173764e-15,0.0,-7.105427357601002e-15,5.329070518200751e-15,2.8418225176966426e-15,20000,qp_inactive,nuPI (rho=1),"ki=0.1, kp=1",False,0.017773467398370157
-46.71892162053224,0.0,1.7763568394002505e-15,0.0,0.0,1.4210854715202004e-14,1.7763568394002505e-15,9.373707527777577e-16,20000,qp_inactive,nuPI (rho=1),"ki=0.3, kp=0",False,0.017773467398370157
-46.71892162053226,4.440892098500626e-16,1.7763568394002505e-15,6.132790006021902e-16,0.0,0.0,1.3322676295501878e-15,7.189305489500442e-16,20000,qp_inactive,nuPI (rho=1),"ki=0.3, kp=0.3",False,0.017773467398370157
-46.71892162053226,0.0,1.7763568394002505e-15,0.0,0.0,0.0,1.9984014443252818e-15,1.0293518956789774e-15,20000,qp_inactive,nuPI (rho=1),"ki=0.3, kp=3",False,0.017773467398370157
-46.71892162053226,0.0,3.552713678800501e-15,0.0,0.0,0.0,1.7763568394002505e-15,9.16460224503562e-16,20000,qp_inactive,nuPI (rho=1),"ki=1, kp=0",False,0.017773467398370157
-46.71892162053226,0.0,1.7763568394002505e-15,0.0,0.0,0.0,1.1102230246251565e-15,5.683645035393285e-16,20000,qp_inactive,nuPI (rho=1),"ki=1, kp=1",False,0.017773467398370157
4971.19727668842,0.0,239.79843397048427,8967.581419004344,0.0,5017.9161983089525,100.0,74.46586716694895,20000,qp_inactive,nuPI (rho=1),"ki=1, kp=10",False,0.017773467398370157
-46.71892161976704,0.0,0.0002977711311267228,0.00014716099336270798,0.0001,7.652189992768399e-10,0.0001,0.00010425400833408564,20000,qp_inactive,PBM,gamma=0.1,False,0.017773467398370157
-46.71892161976704,0.0,0.0002977711311267228,0.00014716099336270798,0.0001,7.652189992768399e-10,0.0001,0.00010425400833414005,20000,qp_inactive,PBM,gamma=0.3,False,0.017773467398370157
-46.71892161976703,0.0,0.0002977711311267228,0.00014716099336270798,0.0001,7.652261047041975e-10,0.0001,0.00010425400833426634,20000,qp_inactive,PBM,gamma=0.5,False,0.017773467398370157
-46.71892161976704,0.0,0.0002977711311267228,0.00014716099336270798,0.0001,7.652189992768399e-10,0.0001,0.00010425400833425779,20000,qp_inactive,PBM,gamma=0.7,False,0.017773467398370157
-46.63097015717349,0.01423752525196842,0.1684581444226066,0.10644434287620545,0.0001,0.08795146335876325,0.03898901338658933,0.020785968895760253,20000,qp_inactive,PBM,gamma=0.9,False,0.017773467398370157
-46.71892162053226,6.661338147750939e-16,1.7763568394002505e-15,9.202591573042596e-16,0.0,0.0,3.3306690738754696e-15,1.7201831278596264e-15,20000,qp_inactive,iALM (beta=0.1),beta=0.1,False,0.029180496394012278
-46.71892162053226,2.220446049250313e-16,7.105427357601002e-15,3.067530524347533e-16,0.0,0.0,2.886579864025407e-15,1.48211329540216e-15,20000,qp_inactive,iALM (beta=1),beta=1,False,0.017773467398370157
-46.71892162053225,2.220446049250313e-16,2.1316282072803006e-14,3.067530524347545e-16,0.0,7.105427357601002e-15,4.440892098500626e-15,2.594632203826256e-15,20000,qp_inactive,iALM (beta=10),beta=10,False,0.003620493922165934
0.5814547034139785,0.052949500562959884,8.831507218309831e-07,0.011856104188486654,0.0,-0.03757310057206564,0.11864661491642448,0.22676448379812575,20000,svm_iris,ALM (rho=0),lr=0.0001,False,1.0
0.6185733877084336,0.0038859033885828564,1.0424976937262187e-08,0.001318879595484667,0.0,-0.0004544162776105587,0.06756743199192822,0.15090784633047055,20000,svm_iris,ALM (rho=0),lr=0.0003,False,1.0
